,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
4875,MIA,48,2017-01-28,Home,DET,W,116,103,42,80,0.525,14,28,0.5,18,23,0.783,9,38,18,6,6,11,19,46,89,0.517,4,12,0.333,7,12,0.583,13,42,11,6,3,12,16
4975,MIA,49,2017-01-30,Home,BRK,W,104,96,39,82,0.476,11,26,0.423,15,23,0.652,5,34,22,9,8,11,18,37,87,0.425,4,26,0.154,18,22,0.818,15,53,16,7,4,16,23
5075,MIA,50,2017-02-01,Home,ATL,W,116,93,45,93,0.484,12,32,0.375,14,19,0.737,10,47,23,10,11,12,18,34,86,0.395,7,26,0.269,18,21,0.857,9,43,13,10,6,15,14
51114,MIA,51,2017-02-04,Home,PHI,W,125,102,48,82,0.585,12,22,0.545,17,23,0.739,10,49,28,6,5,21,24,35,84,0.417,6,23,0.261,26,31,0.839,6,33,20,10,1,15,21
5282,MIA,52,2017-02-06,Away,MIN,W,115,113,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15
5375,MIA,53,2017-02-08,Away,MIL,W,106,88,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18
5475,MIA,54,2017-02-10,Away,BRK,W,108,99,41,92,0.446,7,23,0.304,19,21,0.905,13,46,16,11,7,14,21,35,81,0.432,8,20,0.4,21,28,0.75,15,48,19,4,6,22,18
5575,MIA,55,2017-02-11,Away,PHI,L,109,117,39,85,0.459,7,24,0.292,24,28,0.857,11,49,15,4,4,19,27,39,86,0.453,9,25,0.36,30,38,0.789,11,38,27,15,8,10,21
5675,MIA,56,2017-02-13,Home,ORL,L,107,116,39,83,0.47,6,22,0.273,23,27,0.852,6,37,14,7,7,14,25,44,90,0.489,8,14,0.571,20,29,0.69,15,52,18,9,3,14,22
5775,MIA,57,2017-02-15,Away,HOU,W,117,109,44,84,0.524,13,35,0.371,16,24,0.667,12,46,27,3,7,11,20,36,87,0.414,13,40,0.325,24,31,0.774,15,41,22,6,1,8,23
5875,MIA,58,2017-02-24,Away,ATL,W,108,90,40,99,0.404,17,37,0.459,11,13,0.846,15,54,30,7,5,12,27,30,79,0.38,6,20,0.3,24,36,0.667,8,45,14,7,6,10,12
5975,MIA,59,2017-02-25,Home,IND,W,113,95,38,78,0.487,13,31,0.419,24,31,0.774,11,43,23,9,5,16,19,34,85,0.4,4,12,0.333,23,26,0.885,13,43,21,8,4,15,24
6075,MIA,60,2017-02-27,Away,DAL,L,89,96,37,83,0.446,9,26,0.346,6,13,0.462,13,45,21,11,4,13,18,33,76,0.434,9,18,0.5,21,23,0.913,11,42,18,5,2,13,13
61114,MIA,61,2017-03-01,Home,PHI,W,125,98,49,90,0.544,13,30,0.433,14,21,0.667,8,42,24,9,12,13,18,37,85,0.435,6,17,0.353,18,22,0.818,10,40,16,7,4,19,22
6282,MIA,62,2017-03-03,Away,ORL,L,99,110,35,91,0.385,8,28,0.286,21,25,0.84,13,46,20,7,5,9,16,45,90,0.5,5,17,0.294,15,19,0.789,8,47,27,7,6,9,13
6375,MIA,63,2017-03-04,Home,CLE,W,120,92,46,88,0.523,18,34,0.529,10,12,0.833,15,48,20,6,4,10,19,35,73,0.479,11,27,0.407,11,18,0.611,8,33,20,4,1,15,16
6475,MIA,64,2017-03-06,Away,CLE,W,106,98,39,91,0.429,16,35,0.457,12,14,0.857,8,38,23,7,6,7,19,35,78,0.449,9,27,0.333,19,29,0.655,11,52,15,3,6,17,15
6575,MIA,65,2017-03-08,Home,CHO,W,108,101,37,85,0.435,17,41,0.415,17,24,0.708,13,46,22,8,7,12,18,37,80,0.463,7,21,0.333,20,21,0.952,6,39,14,7,8,12,17
6675,MIA,66,2017-03-11,Home,TOR,W,104,89,35,72,0.486,11,28,0.393,23,33,0.697,3,35,21,8,10,12,19,33,88,0.375,2,15,0.133,21,25,0.84,16,48,7,6,5,12,20
6775,MIA,67,2017-03-12,Away,IND,L,98,102,39,94,0.415,9,32,0.281,11,16,0.688,19,54,18,4,4,8,22,35,82,0.427,5,15,0.333,27,32,0.844,11,46,12,2,4,9,15
6875,MIA,68,2017-03-15,Home,NOP,W,120,112,44,87,0.506,16,35,0.457,16,19,0.842,12,45,23,9,3,15,22,42,88,0.477,9,22,0.409,19,28,0.679,8,38,21,9,5,13,13
6975,MIA,69,2017-03-17,Home,MIN,W,123,105,50,85,0.588,8,26,0.308,15,19,0.789,10,40,29,6,9,15,16,41,82,0.5,2,12,0.167,21,22,0.955,9,28,14,6,6,11,21
7075,MIA,70,2017-03-19,Home,POR,L,104,115,41,88,0.466,9,30,0.3,13,20,0.65,13,39,18,8,8,9,22,42,83,0.506,13,26,0.5,18,24,0.75,13,43,13,4,6,11,20
71114,MIA,71,2017-03-21,Home,PHO,W,112,97,42,96,0.438,11,27,0.407,17,23,0.739,17,49,17,13,5,14,25,36,82,0.439,4,16,0.25,21,29,0.724,10,41,14,5,5,24,23
7282,MIA,72,2017-03-23,Home,TOR,L,84,101,32,82,0.39,6,23,0.261,14,23,0.609,10,36,20,8,11,16,23,35,79,0.443,6,23,0.261,25,32,0.781,11,51,10,9,3,17,21
7375,MIA,73,2017-03-26,Away,BOS,L,108,112,41,91,0.451,7,29,0.241,19,24,0.792,16,40,19,9,5,15,22,41,77,0.532,8,24,0.333,22,25,0.88,8,35,32,8,3,16,19
7475,MIA,74,2017-03-28,Away,DET,W,97,96,36,79,0.456,5,21,0.238,20,28,0.714,11,44,18,5,4,12,18,36,85,0.424,8,27,0.296,16,21,0.762,16,51,20,7,5,12,23
7575,MIA,75,2017-03-29,Away,NYK,W,105,88,40,84,0.476,12,25,0.48,13,17,0.765,8,40,18,11,7,10,23,33,89,0.371,5,25,0.2,17,21,0.81,17,52,19,2,6,14,16
7675,MIA,76,2017-03-31,Home,NYK,L,94,98,34,83,0.41,8,33,0.242,18,25,0.72,11,41,17,5,4,13,17,38,80,0.475,6,16,0.375,16,17,0.941,8,39,25,9,5,14,18
7775,MIA,77,2017-04-02,Home,DEN,L,113,116,42,87,0.483,13,27,0.481,16,21,0.762,7,41,26,3,9,10,22,44,87,0.506,5,20,0.25,23,27,0.852,6,40,25,9,6,8,14
7875,MIA,78,2017-04-05,Away,CHO,W,112,99,40,84,0.476,21,40,0.525,11,12,0.917,7,40,23,5,7,6,16,35,78,0.449,8,25,0.32,21,24,0.875,4,36,19,2,7,6,15
7975,MIA,79,2017-04-07,Away,TOR,L,94,96,33,83,0.398,8,23,0.348,20,29,0.69,14,44,16,10,5,19,21,35,85,0.412,9,20,0.45,17,24,0.708,12,44,14,10,4,15,24
8075,MIA,80,2017-04-08,Away,WAS,W,106,103,37,80,0.463,7,18,0.389,25,36,0.694,8,36,23,13,7,13,19,39,81,0.481,8,22,0.364,17,22,0.773,12,44,21,7,6,19,24
8176,MIA,81,2017-04-10,Home,CLE,W,124,121,44,95,0.463,12,33,0.364,24,34,0.706,9,46,28,9,3,13,26,44,89,0.494,14,35,0.4,19,22,0.864,7,47,19,7,4,21,25
8275,MIA,82,2017-04-12,Home,WAS,W,110,102,46,88,0.523,8,24,0.333,10,12,0.833,14,51,19,2,4,17,13,42,87,0.483,7,26,0.269,11,14,0.786,8,34,18,9,0,10,13
3376,MIL,33,2017-01-02,Home,OKC,W,98,94,38,79,0.481,7,19,0.368,15,24,0.625,7,39,21,4,4,10,17,36,78,0.462,9,27,0.333,13,19,0.684,8,40,20,7,5,10,20
3476,MIL,34,2017-01-04,Away,NYK,W,105,104,37,78,0.474,9,28,0.321,22,31,0.71,7,42,20,7,5,13,15,42,94,0.447,13,28,0.464,7,12,0.583,15,46,26,9,3,13,19
3576,MIL,35,2017-01-06,Home,NYK,L,111,116,39,78,0.5,12,22,0.545,21,28,0.75,6,35,24,9,11,14,19,41,83,0.494,13,23,0.565,21,27,0.778,11,40,29,5,6,14,21
3676,MIL,36,2017-01-08,Home,WAS,L,101,107,37,80,0.463,9,23,0.391,18,20,0.9,5,32,25,14,3,16,20,41,84,0.488,10,32,0.313,15,18,0.833,13,49,23,10,4,19,22
3776,MIL,37,2017-01-10,Away,SAS,W,109,107,44,84,0.524,10,19,0.526,11,13,0.846,11,38,32,8,6,12,18,42,88,0.477,12,30,0.4,11,14,0.786,13,41,22,5,7,14,10
3876,MIL,38,2017-01-13,Home,MIA,W,116,108,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21
3976,MIL,39,2017-01-15,Away,ATL,L,98,111,39,79,0.494,6,19,0.316,14,18,0.778,13,36,25,11,4,16,25,42,80,0.525,13,26,0.5,14,18,0.778,14,37,29,9,4,19,20
4076,MIL,40,2017-01-16,Home,PHI,L,104,113,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23
41115,MIL,41,2017-01-18,Away,HOU,L,92,111,37,93,0.398,7,28,0.25,11,14,0.786,15,50,26,8,8,18,14,43,95,0.453,14,44,0.318,11,15,0.733,13,46,25,9,12,10,17
4284,MIL,42,2017-01-20,Away,ORL,L,96,112,34,83,0.41,10,25,0.4,18,26,0.692,10,40,21,6,3,12,25,40,87,0.46,8,28,0.286,24,31,0.774,14,53,25,9,6,9,24
4376,MIL,43,2017-01-21,Away,MIA,L,97,109,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24
4476,MIL,44,2017-01-23,Home,HOU,W,127,114,47,80,0.588,11,23,0.478,22,27,0.815,7,37,31,17,6,19,20,39,77,0.506,14,35,0.4,22,28,0.786,5,28,26,11,4,21,22
4576,MIL,45,2017-01-25,Home,PHI,L,109,114,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21
4676,MIL,46,2017-01-27,Away,TOR,L,86,102,31,80,0.388,7,23,0.304,17,24,0.708,12,43,19,6,7,19,22,37,84,0.44,10,25,0.4,18,23,0.783,12,47,20,9,10,14,19
4776,MIL,47,2017-01-28,Home,BOS,L,108,112,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23
4876,MIL,48,2017-02-01,Away,UTA,L,88,104,32,73,0.438,9,23,0.391,15,25,0.6,9,39,19,10,7,17,21,36,78,0.462,11,29,0.379,21,27,0.778,11,46,22,11,2,15,23
4976,MIL,49,2017-02-03,Away,DEN,L,117,121,45,83,0.542,9,24,0.375,18,23,0.783,6,38,26,9,13,18,26,40,89,0.449,9,28,0.321,32,44,0.727,18,48,31,8,5,14,13
5076,MIL,50,2017-02-04,Away,PHO,W,137,112,52,82,0.634,7,17,0.412,26,35,0.743,9,44,29,9,11,16,25,38,91,0.418,11,28,0.393,25,30,0.833,14,40,22,9,3,16,28
51115,MIL,51,2017-02-08,Home,MIA,L,88,106,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21
5284,MIL,52,2017-02-10,Home,LAL,L,114,122,40,76,0.526,8,28,0.286,26,31,0.839,4,34,27,11,5,20,29,39,75,0.52,15,31,0.484,29,35,0.829,6,33,25,9,3,17,24
5376,MIL,53,2017-02-11,Away,IND,W,116,100,35,73,0.479,17,31,0.548,29,37,0.784,8,37,28,7,6,6,18,35,73,0.479,10,22,0.455,20,24,0.833,8,36,19,2,6,14,25
5476,MIL,54,2017-02-13,Home,DET,W,102,89,40,79,0.506,6,21,0.286,16,16,1,5,33,26,9,2,11,17,34,78,0.436,7,21,0.333,14,19,0.737,12,44,17,4,1,17,18
5576,MIL,55,2017-02-15,Away,BRK,W,129,125,50,88,0.568,7,15,0.467,22,32,0.688,7,39,27,16,3,10,19,46,88,0.523,14,36,0.389,19,23,0.826,9,42,30,7,8,17,21
5676,MIL,56,2017-02-24,Home,UTA,L,95,109,32,74,0.432,7,18,0.389,24,29,0.828,10,35,15,5,1,15,27,37,74,0.5,8,23,0.348,27,30,0.9,9,41,23,8,5,14,26
5776,MIL,57,2017-02-26,Home,PHO,W,100,96,39,76,0.513,6,20,0.3,16,18,0.889,6,33,26,10,6,19,21,40,83,0.482,5,14,0.357,11,16,0.688,12,42,26,12,5,20,22
5876,MIL,58,2017-02-27,Away,CLE,L,95,102,37,83,0.446,11,30,0.367,10,16,0.625,5,33,27,3,5,8,23,35,70,0.5,10,28,0.357,22,26,0.846,4,45,20,4,2,16,11
5976,MIL,59,2017-03-01,Home,DEN,L,98,110,38,83,0.458,9,18,0.5,13,15,0.867,10,34,26,8,5,13,19,41,84,0.488,10,33,0.303,18,20,0.9,14,45,21,8,2,14,15
6076,MIL,60,2017-03-03,Home,LAC,W,112,101,44,80,0.55,10,25,0.4,14,15,0.933,3,25,35,11,4,10,27,36,64,0.563,8,19,0.421,21,36,0.583,7,38,23,4,1,23,18
61115,MIL,61,2017-03-04,Home,TOR,W,101,94,38,87,0.437,6,27,0.222,19,23,0.826,9,42,16,3,4,6,18,35,75,0.467,7,21,0.333,17,20,0.85,3,36,20,2,4,11,23
6284,MIL,62,2017-03-06,Away,PHI,W,112,98,41,83,0.494,14,33,0.424,16,20,0.8,9,41,28,7,7,12,16,39,89,0.438,8,30,0.267,12,19,0.632,14,42,30,5,3,12,20
6376,MIL,63,2017-03-08,Home,NYK,W,104,93,37,86,0.43,8,26,0.308,22,28,0.786,12,46,26,9,4,8,13,39,84,0.464,7,21,0.333,8,12,0.667,10,43,22,4,6,15,20
6476,MIL,64,2017-03-10,Home,IND,W,99,85,33,64,0.516,7,17,0.412,26,30,0.867,5,34,17,13,6,20,21,33,75,0.44,2,18,0.111,17,22,0.773,8,36,15,14,3,18,24
6576,MIL,65,2017-03-11,Home,MIN,W,102,95,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22
6676,MIL,66,2017-03-13,Away,MEM,L,93,113,31,67,0.463,14,26,0.538,17,20,0.85,8,32,21,6,5,16,21,41,79,0.519,14,27,0.519,17,23,0.739,11,37,30,11,0,12,20
6776,MIL,67,2017-03-15,Away,LAC,W,97,96,34,76,0.447,10,29,0.345,19,25,0.76,4,36,22,8,2,11,25,35,75,0.467,5,24,0.208,21,29,0.724,6,42,23,3,4,15,20
6876,MIL,68,2017-03-17,Away,LAL,W,107,103,40,82,0.488,4,24,0.167,23,30,0.767,10,43,22,7,9,14,25,38,84,0.452,11,29,0.379,16,26,0.615,11,40,24,7,4,14,20
6976,MIL,69,2017-03-18,Away,GSW,L,92,117,36,89,0.404,9,27,0.333,11,14,0.786,12,35,19,8,7,11,17,45,75,0.6,12,23,0.522,15,19,0.789,6,44,30,5,6,12,16
7076,MIL,70,2017-03-21,Away,POR,W,93,90,38,90,0.422,7,16,0.438,10,12,0.833,13,49,16,8,8,13,22,35,83,0.422,4,21,0.19,16,26,0.615,13,49,15,8,6,14,14
71115,MIL,71,2017-03-22,Away,SAC,W,116,98,43,81,0.531,16,35,0.457,14,19,0.737,7,38,28,9,4,10,11,41,84,0.488,10,26,0.385,6,10,0.6,8,37,19,6,6,12,15
7284,MIL,72,2017-03-24,Home,ATL,W,100,97,39,88,0.443,8,27,0.296,14,16,0.875,9,35,27,10,6,8,23,34,83,0.41,8,22,0.364,21,24,0.875,13,49,20,5,3,17,19
7376,MIL,73,2017-03-26,Home,CHI,L,94,109,37,84,0.44,7,23,0.304,13,17,0.765,9,34,20,8,0,9,9,46,85,0.541,10,21,0.476,7,10,0.7,10,49,33,4,2,14,16
7476,MIL,74,2017-03-28,Away,CHO,W,118,108,46,74,0.622,14,30,0.467,12,17,0.706,3,42,31,1,3,14,26,39,80,0.488,7,28,0.25,23,29,0.793,5,31,25,7,1,2,12
7576,MIL,75,2017-03-29,Away,BOS,W,103,100,41,78,0.526,8,22,0.364,13,17,0.765,7,35,27,9,8,14,21,35,88,0.398,12,37,0.324,18,23,0.783,15,42,24,8,3,16,18
7676,MIL,76,2017-03-31,Home,DET,W,108,105,35,84,0.417,14,36,0.389,24,34,0.706,9,48,25,6,3,12,18,44,97,0.454,7,30,0.233,10,16,0.625,13,54,25,8,4,12,27
7776,MIL,77,2017-04-02,Home,DAL,L,105,109,39,77,0.506,12,34,0.353,15,18,0.833,4,33,25,9,3,13,20,38,73,0.521,14,36,0.389,19,20,0.95,4,30,25,7,1,13,18
7876,MIL,78,2017-04-04,Away,OKC,L,79,110,29,81,0.358,3,18,0.167,18,26,0.692,10,38,16,9,5,11,19,40,84,0.476,9,28,0.321,21,25,0.84,11,53,29,9,7,13,20
7976,MIL,79,2017-04-06,Away,IND,L,89,104,33,71,0.465,11,24,0.458,12,14,0.857,6,32,21,8,4,21,22,38,80,0.475,8,25,0.32,20,26,0.769,12,44,20,15,3,16,12
8076,MIL,80,2017-04-08,Away,PHI,W,90,82,35,79,0.443,6,27,0.222,14,20,0.7,6,43,18,10,4,15,21,27,77,0.351,8,31,0.258,20,23,0.87,10,47,23,9,1,17,16
8177,MIL,81,2017-04-10,Home,CHO,W,89,79,35,78,0.449,16,27,0.593,3,5,0.6,8,46,28,4,3,16,14,33,81,0.407,5,18,0.278,8,13,0.615,7,39,21,11,5,9,10
8276,MIL,82,2017-04-12,Away,BOS,L,94,112,37,84,0.44,6,23,0.261,14,17,0.824,9,43,26,6,9,17,20,41,91,0.451,12,37,0.324,18,26,0.692,11,46,31,12,3,8,17
3577,MIN,35,2017-01-03,Away,PHI,L,91,93,33,82,0.402,7,24,0.292,18,20,0.9,9,47,20,7,6,17,24,33,85,0.388,7,32,0.219,20,25,0.8,12,48,19,10,7,16,21
3677,MIN,36,2017-01-06,Away,WAS,L,105,112,42,88,0.477,7,18,0.389,14,17,0.824,12,38,22,6,2,10,15,46,79,0.582,12,22,0.545,8,9,0.889,5,33,31,3,7,13,18
3777,MIN,37,2017-01-07,Home,UTA,L,92,94,35,80,0.438,7,20,0.35,15,21,0.714,14,48,23,3,3,15,21,32,77,0.416,8,23,0.348,22,28,0.786,10,39,23,12,6,8,19
3877,MIN,38,2017-01-09,Home,DAL,W,101,92,40,71,0.563,6,16,0.375,15,21,0.714,9,42,30,11,4,18,24,36,78,0.462,13,28,0.464,7,9,0.778,5,25,24,3,2,14,21
3977,MIN,39,2017-01-11,Home,HOU,W,119,105,44,81,0.543,8,23,0.348,23,25,0.92,9,49,31,8,9,17,19,36,87,0.414,15,42,0.357,18,22,0.818,7,32,23,7,4,15,23
4077,MIN,40,2017-01-13,Home,OKC,W,96,86,39,86,0.453,5,18,0.278,13,14,0.929,9,42,21,11,6,15,22,33,85,0.388,3,20,0.15,17,21,0.81,16,47,19,10,2,18,21
41116,MIN,41,2017-01-15,Away,DAL,L,87,98,35,80,0.438,5,21,0.238,12,18,0.667,10,44,20,7,1,12,16,36,77,0.468,12,29,0.414,14,19,0.737,6,41,21,8,8,11,18
4286,MIN,42,2017-01-17,Away,SAS,L,114,122,36,73,0.493,6,13,0.462,36,41,0.878,6,39,26,5,6,18,22,43,84,0.512,8,18,0.444,28,35,0.8,6,34,27,9,3,7,29
4377,MIN,43,2017-01-19,Away,LAC,W,104,101,40,84,0.476,5,16,0.313,19,25,0.76,13,43,25,3,2,13,21,42,87,0.483,4,22,0.182,13,24,0.542,14,41,24,9,6,11,21
4477,MIN,44,2017-01-22,Home,DEN,W,111,108,45,85,0.529,6,15,0.4,15,21,0.714,8,36,29,11,8,14,24,42,82,0.512,7,24,0.292,17,21,0.81,12,41,26,6,7,17,19
4577,MIN,45,2017-01-24,Away,PHO,W,112,111,44,84,0.524,6,17,0.353,18,24,0.75,10,42,24,8,4,15,21,38,86,0.442,7,19,0.368,28,32,0.875,13,44,20,7,4,15,23
4677,MIN,46,2017-01-26,Home,IND,L,103,109,36,81,0.444,10,27,0.37,21,27,0.778,6,34,27,13,5,11,20,42,81,0.519,10,18,0.556,15,17,0.882,6,44,21,7,4,18,22
4777,MIN,47,2017-01-28,Home,BRK,W,129,109,47,93,0.505,9,20,0.45,26,32,0.813,13,49,27,8,8,11,21,41,85,0.482,7,21,0.333,20,25,0.8,5,40,20,6,6,14,18
4877,MIN,48,2017-01-30,Home,ORL,W,111,105,40,91,0.44,12,29,0.414,19,26,0.731,9,50,29,3,11,11,20,41,96,0.427,10,35,0.286,13,19,0.684,11,48,22,7,3,11,25
4977,MIN,49,2017-02-01,Away,CLE,L,97,125,41,94,0.436,7,21,0.333,8,10,0.8,12,38,26,7,3,13,19,48,89,0.539,15,37,0.405,14,22,0.636,12,48,37,10,10,10,13
5077,MIN,50,2017-02-03,Away,DET,L,108,116,44,89,0.494,5,17,0.294,15,19,0.789,11,40,25,5,6,13,19,44,98,0.449,11,26,0.423,17,22,0.773,18,49,24,7,4,10,14
51116,MIN,51,2017-02-04,Home,MEM,L,99,107,35,84,0.417,10,26,0.385,19,24,0.792,16,45,22,4,3,12,27,32,77,0.416,10,28,0.357,33,39,0.846,13,42,17,7,3,9,25
5286,MIN,52,2017-02-06,Home,MIA,L,113,115,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21
5377,MIN,53,2017-02-08,Home,TOR,W,112,109,39,80,0.488,7,19,0.368,27,30,0.9,11,36,22,8,3,8,20,42,79,0.532,11,28,0.393,14,20,0.7,10,36,19,6,3,13,22
5477,MIN,54,2017-02-10,Home,NOP,L,106,122,38,82,0.463,6,27,0.222,24,32,0.75,12,34,22,11,0,13,21,45,75,0.6,12,25,0.48,20,27,0.741,8,43,27,8,3,21,23
5577,MIN,55,2017-02-12,Home,CHI,W,117,89,44,81,0.543,6,24,0.25,23,26,0.885,10,46,27,11,4,14,14,35,84,0.417,10,25,0.4,9,13,0.692,9,35,22,7,2,18,24
5677,MIN,56,2017-02-14,Home,CLE,L,108,116,42,86,0.488,9,23,0.391,15,19,0.789,8,41,27,6,2,9,18,44,86,0.512,13,39,0.333,15,22,0.682,9,43,27,3,4,10,18
5777,MIN,57,2017-02-15,Away,DEN,W,112,99,41,86,0.477,6,18,0.333,24,28,0.857,9,45,20,12,4,7,15,38,94,0.404,11,34,0.324,12,18,0.667,14,49,25,4,5,14,19
5877,MIN,58,2017-02-24,Home,DAL,W,97,84,41,78,0.526,5,13,0.385,10,14,0.714,9,44,24,9,4,16,12,35,83,0.422,8,33,0.242,6,9,0.667,8,35,16,9,5,15,19
5977,MIN,59,2017-02-25,Away,HOU,L,130,142,49,94,0.521,9,26,0.346,23,28,0.821,21,58,28,10,2,23,26,44,94,0.468,22,58,0.379,32,42,0.762,13,32,32,15,6,13,21
6077,MIN,60,2017-02-27,Away,SAC,W,102,88,40,95,0.421,8,23,0.348,14,20,0.7,16,52,25,11,7,10,15,36,82,0.439,6,17,0.353,10,15,0.667,7,42,23,6,4,18,18
61116,MIN,61,2017-03-01,Away,UTA,W,107,80,39,78,0.5,8,16,0.5,21,26,0.808,10,48,23,11,7,10,15,35,90,0.389,4,19,0.211,6,11,0.545,16,46,18,6,5,14,23
6286,MIN,62,2017-03-04,Away,SAS,L,90,97,35,89,0.393,4,16,0.25,16,22,0.727,16,55,24,6,3,14,20,38,94,0.404,6,24,0.25,15,24,0.625,17,49,16,10,8,12,17
6377,MIN,63,2017-03-08,Home,LAC,W,107,91,42,86,0.488,5,20,0.25,18,20,0.9,14,50,26,10,4,12,23,35,83,0.422,9,24,0.375,12,18,0.667,10,36,18,9,3,16,18
6477,MIN,64,2017-03-10,Home,GSW,W,103,102,39,88,0.443,4,14,0.286,21,27,0.778,14,46,21,6,3,11,18,41,88,0.466,7,24,0.292,13,17,0.765,12,43,25,9,5,12,21
6577,MIN,65,2017-03-11,Away,MIL,L,95,102,37,81,0.457,5,13,0.385,16,21,0.762,11,38,21,4,4,12,22,37,80,0.463,8,20,0.4,20,23,0.87,11,40,19,5,6,9,23
6677,MIN,66,2017-03-13,Home,WAS,W,119,104,45,86,0.523,10,21,0.476,19,22,0.864,8,46,27,8,7,15,24,36,84,0.429,7,26,0.269,25,31,0.806,8,38,15,10,2,15,25
6777,MIN,67,2017-03-15,Away,BOS,L,104,117,40,91,0.44,8,27,0.296,16,20,0.8,15,42,26,4,1,8,21,43,79,0.544,13,33,0.394,18,21,0.857,5,37,34,2,5,10,16
6877,MIN,68,2017-03-17,Away,MIA,L,105,123,41,82,0.5,2,12,0.167,21,22,0.955,9,28,14,6,6,11,21,50,85,0.588,8,26,0.308,15,19,0.789,10,40,29,6,9,15,16
6977,MIN,69,2017-03-19,Away,NOP,L,109,123,44,86,0.512,9,25,0.36,12,17,0.706,8,35,30,11,6,15,14,49,90,0.544,14,30,0.467,11,15,0.733,9,43,31,7,2,16,15
7077,MIN,70,2017-03-21,Home,SAS,L,93,100,32,72,0.444,7,15,0.467,22,25,0.88,12,39,20,10,2,23,24,37,77,0.481,8,24,0.333,18,22,0.818,9,33,22,12,5,15,19
71116,MIN,71,2017-03-24,Away,LAL,L,119,130,46,95,0.484,7,21,0.333,20,22,0.909,12,37,32,13,10,13,20,46,88,0.523,14,23,0.609,24,28,0.857,9,42,26,6,2,20,23
7286,MIN,72,2017-03-25,Away,POR,L,100,112,37,76,0.487,2,10,0.2,24,32,0.75,6,27,15,10,3,7,14,45,71,0.634,11,22,0.5,11,17,0.647,4,35,24,5,3,14,20
7377,MIN,73,2017-03-28,Away,IND,W,115,114,37,78,0.474,9,20,0.45,32,37,0.865,11,35,22,10,9,14,22,40,81,0.494,5,18,0.278,29,35,0.829,11,37,25,8,5,14,22
7477,MIN,74,2017-03-30,Home,LAL,W,119,104,43,89,0.483,10,21,0.476,23,30,0.767,14,40,30,9,5,10,20,40,84,0.476,9,27,0.333,15,16,0.938,14,42,20,4,5,16,22
7577,MIN,75,2017-04-01,Home,SAC,L,117,123,39,87,0.448,9,27,0.333,30,38,0.789,10,41,27,8,4,10,23,44,78,0.564,11,19,0.579,24,33,0.727,7,40,27,5,4,17,27
7677,MIN,76,2017-04-03,Home,POR,W,110,109,41,84,0.488,4,9,0.444,24,28,0.857,12,44,26,3,5,11,18,38,86,0.442,11,32,0.344,22,25,0.88,11,35,24,7,9,5,18
7777,MIN,77,2017-04-04,Away,GSW,L,107,121,41,96,0.427,4,19,0.211,21,26,0.808,19,50,22,9,3,13,19,44,84,0.524,14,32,0.438,19,24,0.792,8,40,33,9,7,13,19
7877,MIN,78,2017-04-06,Away,POR,L,98,105,38,87,0.437,4,18,0.222,18,20,0.9,9,47,16,7,4,13,20,35,81,0.432,14,33,0.424,21,26,0.808,4,41,19,8,4,12,20
7977,MIN,79,2017-04-07,Away,UTA,L,113,120,39,79,0.494,7,16,0.438,28,28,1,9,34,22,11,1,12,25,45,75,0.6,14,25,0.56,16,22,0.727,6,33,29,8,7,14,21
