,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
51141,LAC,51,2018-02-03,Home,CHI,W,113,103,40,88,0.455,9,25,0.36,24,28,0.857,10,54,23,4,5,13,18,35,97,0.361,12,37,0.324,21,21,1,13,48,22,6,4,11,20
52118,LAC,52,2018-02-05,Home,DAL,W,104,101,42,87,0.483,10,27,0.37,10,12,0.833,5,39,28,10,3,13,16,33,80,0.413,17,42,0.405,18,20,0.9,7,38,22,5,5,20,23
53105,LAC,53,2018-02-09,Away,DET,W,108,95,42,91,0.462,10,30,0.333,14,15,0.933,14,57,23,6,3,9,16,36,88,0.409,10,31,0.323,13,17,0.765,7,40,22,5,5,9,16
54102,LAC,54,2018-02-10,Away,PHI,L,98,112,38,88,0.432,8,32,0.25,14,23,0.609,11,53,20,7,5,16,16,43,90,0.478,13,33,0.394,13,17,0.765,6,45,32,12,8,12,18
55102,LAC,55,2018-02-12,Away,BRK,W,114,101,48,85,0.565,6,16,0.375,12,14,0.857,8,43,19,8,6,15,14,41,89,0.461,12,40,0.3,7,10,0.7,10,37,27,10,6,12,15
56102,LAC,56,2018-02-14,Away,BOS,W,129,119,44,88,0.5,11,29,0.379,30,33,0.909,7,43,26,5,5,7,21,42,97,0.433,15,31,0.484,20,21,0.952,11,46,24,4,7,8,31
57102,LAC,57,2018-02-22,Away,GSW,L,127,134,44,88,0.5,11,32,0.344,28,34,0.824,8,36,32,9,3,14,19,47,77,0.61,14,25,0.56,26,34,0.765,3,32,31,8,8,15,24
58102,LAC,58,2018-02-23,Away,PHO,W,128,117,45,87,0.517,14,32,0.438,24,32,0.75,8,51,23,5,8,16,26,45,103,0.437,9,31,0.29,18,31,0.581,16,48,22,12,5,10,25
59102,LAC,59,2018-02-27,Away,DEN,W,122,120,46,89,0.517,7,26,0.269,23,31,0.742,13,43,26,12,7,18,25,43,87,0.494,10,31,0.323,24,30,0.8,11,41,27,11,7,20,27
60102,LAC,60,2018-02-28,Home,HOU,L,92,105,36,79,0.456,7,23,0.304,13,19,0.684,4,39,17,6,2,16,19,36,85,0.424,13,43,0.302,20,24,0.833,10,41,21,11,5,10,21
61141,LAC,61,2018-03-02,Home,NYK,W,128,105,50,89,0.562,9,25,0.36,19,24,0.792,14,51,34,14,6,11,17,41,89,0.461,11,25,0.44,12,16,0.75,10,33,24,4,4,17,22
62118,LAC,62,2018-03-04,Home,BRK,W,123,120,44,84,0.524,10,27,0.37,25,30,0.833,7,40,18,12,6,10,20,40,92,0.435,19,45,0.422,21,23,0.913,13,44,30,8,4,14,21
63105,LAC,63,2018-03-06,Home,NOP,L,116,121,46,99,0.465,7,27,0.259,17,26,0.654,10,57,25,5,2,13,18,46,103,0.447,13,30,0.433,16,18,0.889,9,51,39,11,12,8,20
64102,LAC,64,2018-03-09,Home,CLE,W,116,102,43,89,0.483,11,28,0.393,19,30,0.633,13,52,25,6,3,13,16,39,87,0.448,12,36,0.333,12,18,0.667,8,40,22,10,7,12,28
65102,LAC,65,2018-03-10,Home,ORL,W,113,105,41,78,0.526,7,18,0.389,24,28,0.857,8,41,17,9,3,15,20,38,84,0.452,8,24,0.333,21,27,0.778,9,33,20,12,2,14,19
66102,LAC,66,2018-03-13,Away,CHI,W,112,106,37,76,0.487,8,29,0.276,30,41,0.732,6,42,27,4,5,14,14,43,101,0.426,7,29,0.241,13,15,0.867,11,45,26,11,2,9,28
67102,LAC,67,2018-03-15,Away,HOU,L,96,101,44,97,0.454,4,18,0.222,4,8,0.5,11,45,16,3,4,9,21,35,90,0.389,12,41,0.293,19,23,0.826,16,50,20,4,9,11,13
68102,LAC,68,2018-03-16,Away,OKC,L,113,121,42,86,0.488,11,26,0.423,18,23,0.783,16,48,21,10,3,21,18,46,94,0.489,11,32,0.344,18,22,0.818,17,46,30,17,10,14,20
69102,LAC,69,2018-03-18,Home,POR,L,109,122,40,89,0.449,9,23,0.391,20,27,0.741,8,38,21,8,3,8,17,46,92,0.5,14,29,0.483,16,20,0.8,8,47,24,7,6,13,22
70102,LAC,70,2018-03-20,Away,MIN,L,109,123,40,93,0.43,8,24,0.333,21,26,0.808,11,41,21,4,5,10,22,45,86,0.523,10,25,0.4,23,24,0.958,6,40,23,5,6,11,21
71141,LAC,71,2018-03-21,Away,MIL,W,127,120,45,86,0.523,15,30,0.5,22,29,0.759,16,47,26,12,3,19,16,50,91,0.549,8,26,0.308,12,17,0.706,8,33,33,10,5,14,20
72118,LAC,72,2018-03-23,Away,IND,L,104,109,42,76,0.553,10,26,0.385,10,14,0.714,5,32,24,4,3,14,20,43,93,0.462,11,31,0.355,12,14,0.857,14,42,25,6,2,9,16
73105,LAC,73,2018-03-25,Away,TOR,W,117,106,44,95,0.463,8,18,0.444,21,27,0.778,12,44,17,7,5,8,16,41,92,0.446,16,36,0.444,8,14,0.571,13,48,24,3,6,14,23
74102,LAC,74,2018-03-27,Home,MIL,W,105,98,40,86,0.465,15,28,0.536,10,18,0.556,8,41,23,8,4,13,23,38,83,0.458,6,23,0.261,16,23,0.696,8,44,24,12,11,16,14
75102,LAC,75,2018-03-28,Away,PHO,W,111,99,43,80,0.538,8,17,0.471,17,25,0.68,11,51,26,7,4,21,17,38,88,0.432,10,34,0.294,13,18,0.722,9,39,17,13,4,14,20
76102,LAC,76,2018-03-30,Away,POR,L,96,105,36,89,0.404,4,13,0.308,20,35,0.571,11,46,13,5,5,10,16,41,95,0.432,8,30,0.267,15,16,0.938,13,50,30,9,10,10,25
77102,LAC,77,2018-04-01,Home,IND,L,104,111,42,82,0.512,9,25,0.36,11,14,0.786,12,36,24,6,6,13,19,42,86,0.488,11,28,0.393,16,21,0.762,15,40,23,8,4,10,12
78102,LAC,78,2018-04-03,Home,SAS,W,113,110,37,82,0.451,5,16,0.313,34,43,0.791,12,47,21,8,2,14,23,39,88,0.443,8,24,0.333,24,28,0.857,10,39,24,13,10,12,29
79102,LAC,79,2018-04-05,Away,UTA,L,95,117,35,79,0.443,3,17,0.176,22,28,0.786,11,39,18,7,3,16,25,44,83,0.53,10,27,0.37,19,28,0.679,10,38,27,7,8,9,22
80102,LAC,80,2018-04-07,Home,DEN,L,115,134,43,87,0.494,6,17,0.353,23,34,0.676,15,38,25,6,0,10,19,53,85,0.624,12,29,0.414,16,23,0.696,7,33,36,4,6,7,26
81107,LAC,81,2018-04-09,Home,NOP,L,100,113,45,98,0.459,2,17,0.118,8,19,0.421,16,60,29,6,6,15,18,44,95,0.463,11,30,0.367,14,20,0.7,9,51,34,12,10,7,18
82102,LAC,82,2018-04-11,Home,LAL,L,100,115,41,83,0.494,6,18,0.333,12,28,0.429,8,41,27,8,1,17,17,42,88,0.477,17,39,0.436,14,16,0.875,10,49,25,8,6,17,23
1405,LAL,1,2017-10-19,Home,LAC,L,92,108,37,91,0.407,4,16,0.25,14,23,0.609,12,52,21,8,7,19,15,42,107,0.393,12,33,0.364,12,13,0.923,17,59,23,12,3,14,20
2405,LAL,2,2017-10-20,Away,PHO,W,132,130,48,93,0.516,12,26,0.462,24,33,0.727,5,42,22,8,3,18,31,45,92,0.489,14,29,0.483,26,38,0.684,10,50,17,8,9,19,25
3405,LAL,3,2017-10-22,Home,NOP,L,112,119,44,90,0.489,9,27,0.333,15,20,0.75,9,38,27,7,6,17,24,47,83,0.566,10,32,0.313,15,21,0.714,6,42,26,14,5,18,20
4405,LAL,4,2017-10-25,Home,WAS,W,102,99,41,92,0.446,7,30,0.233,13,16,0.813,6,53,27,9,5,21,26,39,95,0.411,6,26,0.231,15,23,0.652,7,45,20,11,5,13,19
5405,LAL,5,2017-10-27,Home,TOR,L,92,101,36,79,0.456,3,23,0.13,17,24,0.708,9,49,20,7,6,21,22,40,93,0.43,7,29,0.241,14,20,0.7,9,40,27,12,4,12,24
6405,LAL,6,2017-10-28,Away,UTA,L,81,96,31,81,0.383,5,22,0.227,14,20,0.7,14,39,17,12,4,16,20,37,79,0.468,13,31,0.419,9,13,0.692,14,49,18,9,5,21,20
7405,LAL,7,2017-10-31,Home,DET,W,113,93,45,91,0.495,12,26,0.462,11,14,0.786,11,53,30,9,5,14,14,41,94,0.436,10,33,0.303,1,3,0.333,10,44,21,7,3,12,11
8208,LAL,8,2017-11-02,Away,POR,L,110,113,43,79,0.544,4,18,0.222,20,27,0.741,2,32,16,8,8,11,20,40,86,0.465,9,22,0.409,24,27,0.889,10,41,22,7,4,12,21
9103,LAL,9,2017-11-03,Home,BRK,W,124,112,48,94,0.511,9,21,0.429,19,27,0.704,7,57,26,10,7,16,29,37,91,0.407,9,38,0.237,29,38,0.763,8,43,23,8,5,16,22
10103,LAL,10,2017-11-05,Home,MEM,W,107,102,40,85,0.471,9,27,0.333,18,23,0.783,8,46,25,5,4,16,16,40,87,0.46,11,37,0.297,11,14,0.786,6,39,23,6,7,12,22
11142,LAL,11,2017-11-08,Away,BOS,L,96,107,37,85,0.435,5,24,0.208,17,23,0.739,12,48,16,8,8,20,30,38,98,0.388,7,29,0.241,24,31,0.774,16,48,20,8,6,13,20
12119,LAL,12,2017-11-09,Away,WAS,L,95,111,31,86,0.36,3,23,0.13,30,41,0.732,17,46,17,9,4,19,19,43,83,0.518,7,21,0.333,18,20,0.9,7,45,20,7,4,19,31
13106,LAL,13,2017-11-11,Away,MIL,L,90,98,31,74,0.419,6,22,0.273,22,37,0.595,8,48,21,7,9,21,22,35,85,0.412,6,23,0.261,22,26,0.846,9,42,16,11,4,12,27
14103,LAL,14,2017-11-13,Away,PHO,W,100,93,39,92,0.424,14,33,0.424,8,13,0.615,9,53,17,6,6,16,20,37,95,0.389,7,26,0.269,12,20,0.6,11,54,15,6,4,15,17
15103,LAL,15,2017-11-15,Home,PHI,L,109,115,42,109,0.385,3,27,0.111,22,27,0.815,22,57,18,7,6,9,23,42,86,0.488,7,32,0.219,24,30,0.8,8,52,27,7,15,16,19
16103,LAL,16,2017-11-17,Home,PHO,L,113,122,45,91,0.495,7,25,0.28,16,24,0.667,9,49,26,7,10,19,20,48,103,0.466,13,32,0.406,13,19,0.684,9,44,28,10,5,13,22
17103,LAL,17,2017-11-19,Home,DEN,W,127,109,53,100,0.53,12,32,0.375,9,16,0.563,13,46,36,11,5,15,27,36,84,0.429,13,31,0.419,24,35,0.686,17,47,18,8,8,20,15
18103,LAL,18,2017-11-21,Home,CHI,W,103,94,36,90,0.4,13,40,0.325,18,25,0.72,12,53,23,7,6,12,16,36,94,0.383,11,36,0.306,11,16,0.688,15,54,22,4,4,14,19
19103,LAL,19,2017-11-22,Away,SAC,L,102,113,39,78,0.5,15,29,0.517,9,15,0.6,4,31,27,8,4,17,19,47,85,0.553,10,21,0.476,9,14,0.643,10,44,26,9,4,17,20
20103,LAL,20,2017-11-27,Away,LAC,L,115,120,44,91,0.484,11,30,0.367,16,24,0.667,12,43,23,10,5,16,29,41,85,0.482,10,28,0.357,28,30,0.933,10,44,19,7,3,17,22
21142,LAL,21,2017-11-29,Home,GSW,L,123,127,47,95,0.495,9,24,0.375,20,25,0.8,7,34,30,12,5,17,23,47,94,0.5,12,30,0.4,21,28,0.75,12,49,30,10,4,22,19
22119,LAL,22,2017-12-02,Away,DEN,L,100,115,38,86,0.442,9,30,0.3,15,21,0.714,17,52,21,5,2,21,24,40,87,0.46,12,31,0.387,23,28,0.821,9,39,26,8,6,12,19
23106,LAL,23,2017-12-03,Home,HOU,L,95,118,32,84,0.381,9,28,0.321,22,30,0.733,11,45,16,9,6,20,22,45,90,0.5,14,37,0.378,14,17,0.824,7,43,17,10,4,16,23
24103,LAL,24,2017-12-07,Away,PHI,W,107,104,42,96,0.438,11,28,0.393,12,24,0.5,15,44,22,13,7,11,24,39,81,0.481,10,26,0.385,16,21,0.762,7,44,29,3,13,18,27
25103,LAL,25,2017-12-09,Away,CHO,W,110,99,43,85,0.506,9,27,0.333,15,21,0.714,6,46,24,7,5,14,21,41,93,0.441,8,25,0.32,9,14,0.643,9,43,21,7,3,11,21
26103,LAL,26,2017-12-12,Away,NYK,L,109,113,42,102,0.412,13,35,0.371,12,15,0.8,20,52,24,6,6,16,19,48,101,0.475,9,22,0.409,8,11,0.727,15,49,25,7,7,14,16
27103,LAL,27,2017-12-14,Away,CLE,L,112,121,47,95,0.495,9,31,0.29,9,14,0.643,16,49,33,7,3,18,20,43,86,0.5,15,36,0.417,20,25,0.8,8,39,32,10,5,14,16
28103,LAL,28,2017-12-18,Home,GSW,L,114,116,41,92,0.446,10,25,0.4,22,35,0.629,7,45,23,9,9,12,26,43,107,0.402,11,34,0.324,19,21,0.905,15,61,25,6,10,14,26
29103,LAL,29,2017-12-20,Away,HOU,W,122,116,40,85,0.471,15,35,0.429,27,43,0.628,10,47,27,8,5,10,25,37,90,0.411,17,42,0.405,25,32,0.781,12,47,19,7,5,14,30
30103,LAL,30,2017-12-22,Away,GSW,L,106,113,40,94,0.426,11,29,0.379,15,22,0.682,15,46,22,11,5,15,23,42,85,0.494,7,24,0.292,22,27,0.815,10,42,24,9,13,15,17
31142,LAL,31,2017-12-23,Home,POR,L,92,95,36,85,0.424,8,25,0.32,12,20,0.6,11,55,23,8,3,17,22,39,95,0.411,10,25,0.4,7,14,0.5,9,47,19,7,8,11,15
32119,LAL,32,2017-12-25,Home,MIN,L,104,121,40,92,0.435,10,30,0.333,14,20,0.7,13,37,21,10,1,12,16,49,84,0.583,11,32,0.344,12,14,0.857,7,42,30,9,4,15,13
33106,LAL,33,2017-12-27,Home,MEM,L,99,109,35,93,0.376,8,28,0.286,21,33,0.636,22,49,14,5,4,11,26,35,71,0.493,5,21,0.238,34,39,0.872,5,37,20,3,9,10,20
34103,LAL,34,2017-12-29,Home,LAC,L,106,121,46,94,0.489,3,19,0.158,11,16,0.688,11,35,25,7,3,12,22,42,86,0.488,9,32,0.281,28,34,0.824,15,49,23,7,6,13,21
35103,LAL,35,2017-12-31,Away,HOU,L,142,148,53,105,0.505,10,25,0.4,26,37,0.703,15,54,31,6,4,14,32,49,106,0.462,18,52,0.346,32,39,0.821,15,43,29,7,9,11,33
36103,LAL,36,2018-01-01,Away,MIN,L,96,114,34,76,0.447,8,26,0.308,20,29,0.69,9,37,18,12,4,24,25,40,81,0.494,7,20,0.35,27,30,0.9,7,41,26,14,5,17,24
37103,LAL,37,2018-01-03,Home,OKC,L,96,133,38,92,0.413,11,33,0.333,9,15,0.6,16,45,24,5,4,17,10,56,93,0.602,14,30,0.467,7,9,0.778,7,44,36,12,5,9,17
38103,LAL,38,2018-01-05,Home,CHO,L,94,108,38,94,0.404,9,36,0.25,9,12,0.75,12,46,24,7,3,16,20,42,99,0.424,12,33,0.364,12,16,0.75,16,56,26,10,3,14,18
39103,LAL,39,2018-01-07,Home,ATL,W,132,113,48,86,0.558,16,36,0.444,20,25,0.8,6,49,32,13,6,18,25,41,94,0.436,12,34,0.353,19,23,0.826,10,37,22,5,4,15,16
40103,LAL,40,2018-01-09,Home,SAC,W,99,86,37,77,0.481,12,35,0.343,13,21,0.619,9,55,30,12,4,25,23,30,87,0.345,8,21,0.381,18,27,0.667,10,43,15,15,4,16,19
41142,LAL,41,2018-01-11,Home,SAS,W,93,81,36,87,0.414,13,38,0.342,8,14,0.571,12,47,22,15,4,15,17,31,76,0.408,8,20,0.4,11,15,0.733,7,45,21,6,5,20,15
42119,LAL,42,2018-01-13,Away,DAL,W,107,101,43,95,0.453,8,26,0.308,13,18,0.722,11,59,24,4,0,14,31,34,90,0.378,11,43,0.256,22,28,0.786,4,39,20,5,1,8,17
43106,LAL,43,2018-01-15,Away,MEM,L,114,123,38,96,0.396,12,35,0.343,26,31,0.839,12,44,25,11,8,13,23,42,82,0.512,10,22,0.455,29,34,0.853,6,48,24,8,8,18,26
44103,LAL,44,2018-01-17,Away,OKC,L,90,114,38,81,0.469,10,26,0.385,4,4,1,6,30,25,9,1,16,15,46,95,0.484,12,35,0.343,10,12,0.833,21,54,22,10,6,16,14
45103,LAL,45,2018-01-19,Home,IND,W,99,86,44,80,0.55,9,28,0.321,2,14,0.143,6,47,26,7,6,14,17,37,97,0.381,2,25,0.08,10,13,0.769,12,44,15,9,4,9,18
46103,LAL,46,2018-01-21,Home,NYK,W,127,107,51,91,0.56,10,26,0.385,15,21,0.714,12,39,31,10,3,6,18,44,81,0.543,12,25,0.48,7,10,0.7,7,33,32,3,5,17,20
47103,LAL,47,2018-01-23,Home,BOS,W,108,107,40,91,0.44,7,26,0.269,21,36,0.583,14,51,18,6,2,10,16,42,90,0.467,15,44,0.341,8,10,0.8,7,42,22,3,5,11,25
48103,LAL,48,2018-01-26,Away,CHI,W,108,103,41,91,0.451,5,24,0.208,21,28,0.75,10,48,23,6,3,9,23,35,93,0.376,17,36,0.472,16,24,0.667,16,53,21,3,7,13,25
49103,LAL,49,2018-01-28,Away,TOR,L,111,123,40,91,0.44,8,25,0.32,23,33,0.697,13,44,22,9,4,14,21,46,92,0.5,12,31,0.387,19,25,0.76,12,53,23,4,4,14,23
50103,LAL,50,2018-01-31,Away,ORL,L,105,127,39,83,0.47,4,20,0.2,23,30,0.767,11,43,18,7,1,16,18,44,81,0.543,18,32,0.563,21,29,0.724,4,35,28,13,4,14,23
51142,LAL,51,2018-02-02,Away,BRK,W,102,99,39,92,0.424,10,26,0.385,14,20,0.7,18,56,21,5,6,15,18,37,82,0.451,9,29,0.31,16,23,0.696,5,38,20,7,8,11,18
52119,LAL,52,2018-02-04,Away,OKC,W,108,104,42,86,0.488,13,30,0.433,11,18,0.611,8,40,24,6,7,19,20,40,89,0.449,7,25,0.28,17,25,0.68,13,46,17,13,6,17,18
53106,LAL,53,2018-02-06,Home,PHO,W,112,93,39,83,0.47,11,26,0.423,23,26,0.885,12,56,19,7,7,14,21,36,94,0.383,8,29,0.276,13,23,0.565,16,48,24,4,4,11,18
54103,LAL,54,2018-02-08,Home,OKC,W,106,81,42,96,0.438,10,31,0.323,12,13,0.923,13,51,28,5,7,8,19,32,90,0.356,8,34,0.235,9,19,0.474,17,50,16,6,4,13,11
55103,LAL,55,2018-02-10,Away,DAL,L,123,130,46,84,0.548,16,34,0.471,15,22,0.682,9,37,29,7,0,17,25,48,89,0.539,12,27,0.444,22,27,0.815,10,40,32,8,3,9,21
56103,LAL,56,2018-02-14,Away,NOP,L,117,139,46,90,0.511,10,22,0.455,15,18,0.833,7,37,26,5,3,20,21,53,99,0.535,14,32,0.438,19,21,0.905,12,48,35,13,7,11,20
57103,LAL,57,2018-02-15,Away,MIN,L,111,119,43,94,0.457,7,31,0.226,18,26,0.692,11,46,19,6,4,13,26,42,90,0.467,6,24,0.25,29,31,0.935,11,46,23,5,10,10,22
58103,LAL,58,2018-02-23,Home,DAL,W,124,102,48,93,0.516,13,33,0.394,15,20,0.75,13,62,32,8,6,16,17,37,91,0.407,19,42,0.452,9,11,0.818,3,29,25,9,8,11,19
59103,LAL,59,2018-02-24,Away,SAC,W,113,108,41,91,0.451,17,38,0.447,14,20,0.7,12,44,26,5,6,10,18,42,94,0.447,13,25,0.52,11,17,0.647,17,48,28,5,5,11,21
60103,LAL,60,2018-02-26,Away,ATL,W,123,104,47,90,0.522,15,33,0.455,14,19,0.737,10,59,28,8,6,23,23,36,96,0.375,8,36,0.222,24,34,0.706,8,41,21,14,3,11,17
61142,LAL,61,2018-03-01,Away,MIA,W,131,113,47,79,0.595,16,29,0.552,21,26,0.808,6,36,29,9,5,13,17,46,95,0.484,9,31,0.29,12,16,0.75,14,40,23,6,5,11,21
62119,LAL,62,2018-03-03,Away,SAS,W,116,112,40,92,0.435,15,34,0.441,21,27,0.778,10,46,26,10,4,15,21,44,98,0.449,7,30,0.233,17,20,0.85,12,50,28,10,5,16,19
63106,LAL,63,2018-03-05,Home,POR,L,103,108,34,87,0.391,11,37,0.297,24,31,0.774,7,47,20,9,7,10,24,35,83,0.422,10,23,0.435,28,38,0.737,7,50,19,6,5,14,25
64103,LAL,64,2018-03-07,Home,ORL,W,108,107,43,88,0.489,11,33,0.333,11,12,0.917,7,39,27,7,3,14,16,42,84,0.5,12,28,0.429,11,19,0.579,8,43,31,5,4,16,22
65103,LAL,65,2018-03-09,Away,DEN,L,116,125,45,92,0.489,14,35,0.4,12,16,0.75,12,44,25,8,6,15,23,42,83,0.506,15,31,0.484,26,30,0.867,7,36,30,10,6,12,16
66103,LAL,66,2018-03-11,Home,CLE,W,127,113,48,96,0.5,13,34,0.382,18,20,0.9,14,51,30,9,4,13,19,41,88,0.466,12,31,0.387,19,23,0.826,7,37,22,4,5,12,18
67103,LAL,67,2018-03-13,Home,DEN,W,112,103,40,90,0.444,15,40,0.375,17,25,0.68,12,52,20,6,3,15,23,38,86,0.442,13,40,0.325,14,19,0.737,5,44,26,12,4,19,26
68103,LAL,68,2018-03-14,Away,GSW,L,106,117,38,84,0.452,12,38,0.316,18,28,0.643,7,35,24,11,8,14,19,44,81,0.543,6,20,0.3,23,28,0.821,11,50,25,8,6,21,24
69103,LAL,69,2018-03-16,Home,MIA,L,91,92,32,76,0.421,9,19,0.474,18,22,0.818,7,49,22,5,4,20,17,36,94,0.383,10,36,0.278,10,14,0.714,12,43,23,14,6,11,18
70103,LAL,70,2018-03-19,Away,IND,L,100,110,38,86,0.442,8,33,0.242,16,23,0.696,14,47,20,4,3,13,18,43,87,0.494,6,21,0.286,18,19,0.947,9,44,24,9,8,6,16
71142,LAL,71,2018-03-22,Away,NOP,L,125,128,43,87,0.494,17,39,0.436,22,28,0.786,7,40,19,4,3,16,20,52,95,0.547,6,24,0.25,18,22,0.818,8,42,28,13,4,9,19
72119,LAL,72,2018-03-24,Away,MEM,W,100,93,35,86,0.407,13,38,0.342,17,25,0.68,11,44,19,7,2,11,20,35,84,0.417,5,29,0.172,18,22,0.818,11,43,20,7,6,10,21
73106,LAL,73,2018-03-26,Away,DET,L,106,112,40,85,0.471,6,23,0.261,20,25,0.8,6,47,29,3,7,10,20,44,100,0.44,13,33,0.394,11,15,0.733,10,50,21,4,2,7,26
74103,LAL,74,2018-03-28,Home,DAL,W,103,93,36,77,0.468,9,33,0.273,22,32,0.688,7,49,25,6,5,15,16,33,84,0.393,13,44,0.295,14,19,0.737,6,40,17,10,1,10,22
75103,LAL,75,2018-03-30,Home,MIL,L,122,124,48,94,0.511,8,27,0.296,18,25,0.72,15,56,33,5,3,18,23,45,94,0.479,11,29,0.379,23,28,0.821,8,39,24,14,6,12,25
76103,LAL,76,2018-04-01,Home,SAC,L,83,84,30,75,0.4,7,32,0.219,16,25,0.64,10,47,18,5,6,14,15,35,92,0.38,7,24,0.292,7,14,0.5,13,47,17,9,5,10,20
77103,LAL,77,2018-04-03,Away,UTA,L,110,117,36,74,0.486,14,28,0.5,24,36,0.667,7,39,23,7,5,16,23,43,89,0.483,14,33,0.424,17,27,0.63,14,47,29,10,5,14,22
78103,LAL,78,2018-04-04,Home,SAS,W,122,112,47,86,0.547,13,24,0.542,15,18,0.833,4,44,32,4,3,13,22,42,97,0.433,9,23,0.391,19,27,0.704,15,46,25,7,5,10,20
79103,LAL,79,2018-04-06,Home,MIN,L,96,113,31,79,0.392,8,24,0.333,26,32,0.813,13,53,16,3,2,20,21,43,100,0.43,8,26,0.308,19,26,0.731,18,48,25,14,8,5,24
80103,LAL,80,2018-04-08,Home,UTA,L,97,112,37,93,0.398,5,25,0.2,18,22,0.818,12,44,20,8,4,12,22,42,83,0.506,13,36,0.361,15,22,0.682,7,45,35,8,4,18,24
81108,LAL,81,2018-04-10,Home,HOU,L,99,105,38,90,0.422,10,36,0.278,13,15,0.867,9,47,22,14,4,17,19,37,88,0.42,16,47,0.34,15,16,0.938,8,49,19,9,5,18,19
82103,LAL,82,2018-04-11,Away,LAC,W,115,100,42,88,0.477,17,39,0.436,14,16,0.875,10,49,25,8,6,17,23,41,83,0.494,6,18,0.333,12,28,0.429,8,41,27,8,1,17,17
1406,MEM,1,2017-10-18,Home,NOP,W,103,91,39,92,0.424,9,29,0.31,16,28,0.571,15,45,19,9,8,11,29,30,79,0.38,7,25,0.28,24,29,0.828,16,51,15,4,12,17,31
2406,MEM,2,2017-10-21,Home,GSW,W,111,101,36,77,0.468,10,27,0.37,29,37,0.784,6,40,20,8,4,14,25,33,84,0.393,12,38,0.316,23,27,0.852,12,46,20,10,7,17,28
3406,MEM,3,2017-10-23,Away,HOU,W,98,90,29,68,0.426,6,19,0.316,34,37,0.919,3,38,16,5,2,12,21,32,77,0.416,9,38,0.237,17,23,0.739,9,39,25,5,2,16,31
4406,MEM,4,2017-10-25,Away,DAL,L,94,103,33,72,0.458,12,31,0.387,16,24,0.667,6,36,14,7,2,17,22,36,74,0.486,11,26,0.423,20,29,0.69,4,35,20,6,4,11,20
5406,MEM,5,2017-10-26,Home,DAL,W,96,91,30,73,0.411,10,34,0.294,26,30,0.867,9,46,18,7,6,18,23,32,94,0.34,10,34,0.294,17,20,0.85,18,53,20,10,3,14,22
6406,MEM,6,2017-10-28,Home,HOU,W,103,89,40,85,0.471,14,33,0.424,9,12,0.75,6,42,26,10,6,9,20,29,77,0.377,14,38,0.368,17,21,0.81,8,43,18,4,3,17,23
7406,MEM,7,2017-10-30,Home,CHO,L,99,104,32,93,0.344,8,35,0.229,27,33,0.818,11,48,17,7,8,7,22,37,89,0.416,7,17,0.412,23,29,0.793,10,56,15,3,7,11,22
8209,MEM,8,2017-11-01,Home,ORL,L,99,101,39,82,0.476,10,30,0.333,11,16,0.688,5,31,21,12,3,13,16,38,75,0.507,13,29,0.448,12,14,0.857,6,38,25,6,8,24,22
9104,MEM,9,2017-11-04,Away,LAC,W,113,104,40,84,0.476,13,31,0.419,20,24,0.833,9,39,21,8,7,11,28,38,83,0.458,4,26,0.154,24,31,0.774,15,43,18,7,7,13,22
10104,MEM,10,2017-11-05,Away,LAL,L,102,107,40,87,0.46,11,37,0.297,11,14,0.786,6,39,23,6,7,12,22,40,85,0.471,9,27,0.333,18,23,0.783,8,46,25,5,4,16,16
11143,MEM,11,2017-11-07,Away,POR,W,98,97,35,73,0.479,7,19,0.368,21,25,0.84,5,34,18,8,10,14,21,36,81,0.444,6,19,0.316,19,20,0.95,10,42,11,9,1,16,18
12120,MEM,12,2017-11-11,Away,HOU,L,96,111,38,79,0.481,6,20,0.3,14,18,0.778,5,41,23,9,5,19,20,37,83,0.446,16,45,0.356,21,28,0.75,11,46,18,14,4,15,19
13107,MEM,13,2017-11-13,Away,MIL,L,103,110,37,76,0.487,11,26,0.423,18,21,0.857,8,37,21,5,1,14,25,40,82,0.488,12,22,0.545,18,25,0.72,10,36,23,6,5,9,19
14104,MEM,14,2017-11-15,Home,IND,L,113,116,44,86,0.512,8,32,0.25,17,22,0.773,11,43,29,5,10,14,19,43,85,0.506,12,24,0.5,18,20,0.9,5,36,29,6,6,12,17
15104,MEM,15,2017-11-18,Home,HOU,L,83,105,31,86,0.36,7,27,0.259,14,19,0.737,15,48,18,6,7,12,18,35,78,0.449,18,43,0.419,17,21,0.81,9,45,21,8,9,16,24
16104,MEM,16,2017-11-20,Home,POR,L,92,100,33,86,0.384,8,30,0.267,18,23,0.783,5,35,23,6,9,8,26,33,83,0.398,6,15,0.4,28,32,0.875,15,60,11,1,9,15,23
